Order Date,SKU ID,Order Quantity
10/16/2022,3180BA,9.97213300172551
4/10/2023,3178CA,1.02189041870613
11/28/2022,3271CA,0.706896453799416
1/8/2023,3264CA,4.17664150293292
9/24/2022,3249CA,4.89935395901599
11/17/2022,3239AA,2.86691664454756
11/30/2022,3205AA,0.691475325075349
9/15/2022,3180BA,0.878842829754477
2/5/2023,3178CA,0.996834017310545
11/3/2022,3126BA,7.7586456398127
12/10/2022,3098AA,7.5986154354226
11/5/2022,3075BA,1.61183147062211
4/16/2023,3038BA,1.35355499695588
12/23/2022,3016BA,0.827641922087097
5/15/2023,3007CA,0.883012517359157
1/3/2023,3006CA,5.40772989102204
1/8/2023,2573CA,47.0055423420153
5/29/2023,2565CA,135.837263631942
4/14/2023,2548CA,9.54670105951263
4/11/2023,2539AA,7.40594559251991
4/14/2023,2528CA,696.243711884506
8/31/2022,2473CA,601.473702516861
12/7/2022,2458CA,3945.48037684055
12/20/2022,2449CA,3.09762571446411
1/4/2023,2422BA,600.669758950101
11/29/2022,2418CA,1113.07765938675
11/17/2022,2391CA,28005.8898414985
9/8/2022,2371CA,9286.84287165481
1/2/2023,2365AA,1.32647965663025
5/5/2023,2336BA,32.4304642806172
10/18/2022,2267CA,2.33274891084451
8/20/2022,2143AA,2.0905350158016
9/23/2022,2117BA,21.2879296941195
10/25/2022,2096AA,9.96584381262843
5/25/2023,1947CA,0.108000061501672
8/25/2022,1902BA,8.43336024875067
10/10/2022,1876AA,0.00957366042196102
4/5/2023,1857AA,2.51974384574953
11/29/2022,1851CA,0.875757143572026
3/12/2023,1842BA,1.76335130688415
2/3/2023,1830AA,2.65557217381473
8/20/2022,1827AA,7.42620434224776
2/12/2023,1826AA,6.10792556422564
3/9/2023,1819AA,7.30426491017109
2/17/2023,1811CA,7.34073122133422
4/22/2023,1801AA,13.8155108563857
5/18/2023,1798AA,6.42420948927637
1/7/2023,1767CA,2.97240622559089
10/2/2022,1766CA,9.47117785828627
10/10/2022,1764AA,8.17140710221606
1/23/2023,1745BA,1.3532536248358
11/16/2022,1741BA,2.71207958756783
5/1/2023,1712AA,4.54284171310646
11/7/2022,1698CA,2.37378945191311
9/9/2022,1688CA,8.41694317654261
9/9/2022,1681CA,8.67544183908412
11/29/2022,1678CA,3.81973346691916
3/1/2023,1672AA,1.51515971166932
4/1/2023,1584BA,1.49234488911957
12/9/2022,1582CA,0.520319264299509
4/10/2023,1571AA,0.418996351001177
2/13/2023,1488CA,4.07476317154209
10/4/2022,1468AA,4.32849770191207
5/4/2023,1434BA,5.4537774231703
10/18/2022,1420CA,4.93572276731006
5/31/2023,1403CA,2.39160540805519
1/11/2023,1390BA,1.83450601526219
11/15/2022,1374CA,2.98683412756048
3/10/2023,1373BA,2.25890829400751
12/21/2022,1367CA,1.33399269150637
2/10/2023,1326AA,2.82095353248166
10/9/2022,1325AA,7.16736018469791
12/21/2022,1321BA,0.283366169622712
5/14/2023,1317BA,9.0843725691452
11/9/2022,1315BA,2.42935725462683
5/27/2023,1308BA,6.83260490639156
12/6/2022,1296CA,6.62125773426316
9/16/2022,1295CA,0.869903211339989
6/13/2023,1283CA,0.282827568460629
11/7/2022,1281BA,0.635877939357494
2/6/2023,1244AA,3325.24115412266
5/18/2023,1206BA,34.2924511984941
10/30/2022,1196AA,3.59246868124585
12/11/2022,3271CA,1.05048235536881
10/3/2022,3264CA,2.16693845572225
12/9/2022,3249CA,9.47768922642615
8/31/2022,3239AA,5.83856669768524
4/29/2023,3205AA,0.0418214380790507
2/11/2023,3180BA,0.418766934726349
11/9/2022,3178CA,0.116543287266479
11/14/2022,3271CA,0.960386227307869
10/25/2022,3264CA,2.9408404417612
5/11/2023,3249CA,3.40080755068832
3/21/2023,3239AA,1.26384221429636
3/8/2023,3205AA,0.0961303902773804
10/4/2022,3180BA,7.6760650055962
5/1/2023,3178CA,0.203003537963724
2/17/2023,3126BA,0.238052802263157
4/27/2023,3098AA,9.07297242753735
6/3/2023,3075BA,10.094484864421
4/13/2023,3038BA,1.47994637852207
1/17/2023,3016BA,0.865246676220943
3/26/2023,3007CA,2.93965509448295
10/30/2022,3006CA,7.87368811810652
1/6/2023,2573CA,15.3001949186846
4/30/2023,2565CA,7.90917003265172
2/17/2023,2548CA,1.93071096718816
3/20/2023,2539AA,2.89999328725314
10/14/2022,2528CA,388.876123313343
5/6/2023,2473CA,11245.0539399123
4/28/2023,2458CA,3496.32438681667
5/28/2023,2449CA,9.78989465361842
9/11/2022,2422BA,1299.38770289031
10/11/2022,2418CA,16269.9203695506
11/21/2022,2391CA,15540.2667723948
12/21/2022,2371CA,4227.88008294841
2/24/2023,2365AA,8.34964879737004
4/13/2023,2336BA,79.8563276089969
12/1/2022,2267CA,1.65738913893953
1/23/2023,2143AA,6.71749507231631
9/27/2022,2117BA,43.5710021650668
2/16/2023,2096AA,3.38891955616564
9/12/2022,1947CA,3.28940119189432
10/4/2022,1902BA,4.58657629526718
1/12/2023,1876AA,1.03366649988635
12/26/2022,1857AA,1.46710833054482
10/23/2022,1851CA,0.290037438767997
12/8/2022,1842BA,0.553924340061816
4/18/2023,1830AA,8.45092479217449
9/27/2022,1827AA,8.72432051126442
8/20/2022,1826AA,6.2627993914416
11/13/2022,1819AA,6.51954259556485
11/17/2022,1811CA,0.952477661224939
9/9/2022,1801AA,9.25433249217438
8/19/2022,1798AA,2.6628870258532
2/9/2023,1767CA,5.90904324545164
12/25/2022,1766CA,7.50312635566081
8/25/2022,1764AA,0.124909172546597
3/14/2023,1745BA,1.5402318176783
9/27/2022,1741BA,4.28561064380581
5/20/2023,1712AA,1.12969782922999
1/11/2023,1698CA,8.3110671994177
1/15/2023,1688CA,7.73111707183405
5/31/2023,1681CA,36.4703768180799
1/25/2023,1678CA,9.89235164671988
2/12/2023,1672AA,3.35145464520778
4/18/2023,1584BA,1.70266441137148
11/12/2022,1582CA,2.5552815433712
8/28/2022,1571AA,6.09534093882749
12/28/2022,1488CA,9.10800049901177
10/11/2022,1468AA,8.83176271548346
4/9/2023,1434BA,4.92275139319455
9/23/2022,1420CA,2.60513930595293
4/8/2023,1403CA,1.66236858646377
4/24/2023,1390BA,4.33583300402245
12/11/2022,1374CA,0.715825877652166
8/20/2022,1373BA,2.38070584157944
11/25/2022,1367CA,1.32456457592403
2/25/2023,1326AA,8.29860511899507
12/15/2022,1325AA,4.22439048249032
3/24/2023,1321BA,6.08670349168866
5/12/2023,1317BA,7.07325366752261
8/31/2022,1315BA,9.41185585216248
6/2/2023,1308BA,3.02853930740823
6/12/2023,1296CA,9.78274355239322
9/16/2022,1295CA,1.39295093168831
5/17/2023,1283CA,0.929247779192736
3/8/2023,1281BA,0.964507088968385
10/31/2022,1244AA,1607.36673608532
5/25/2023,1206BA,63.822762217952
6/5/2023,1196AA,0.0970340196084341
1/10/2023,3271CA,1.4854230688444
2/12/2023,3264CA,4.91435216345817
9/17/2022,3249CA,3.98778626148185
8/18/2022,3239AA,5.37665496272707
12/30/2022,3205AA,0.42976629201623
1/14/2023,3180BA,0.522401789831763
1/26/2023,3178CA,1.02989728858938
9/25/2022,3271CA,0.15411946532567
6/10/2023,3264CA,3.58042508124212
1/9/2023,3249CA,0.425172689448873
11/28/2022,3239AA,1.17966070846745
12/23/2022,3205AA,0.11379912795135
3/7/2023,3180BA,0.28478340393144
11/6/2022,3178CA,1.084813203769
4/29/2023,3126BA,8.93442387305363
1/10/2023,3098AA,6.8011937174213
10/27/2022,3075BA,8.86819526964445
2/19/2023,3038BA,0.329029263416967
5/5/2023,3016BA,1.1982362296251
2/17/2023,3007CA,2.44632560149331
11/16/2022,3006CA,4.04801822064081
3/30/2023,2573CA,5.22304293075619
10/5/2022,2565CA,73.4319829570024
5/5/2023,2548CA,9.35724120431148
6/12/2023,2539AA,3.20585994739127
4/7/2023,2528CA,1463.2268890282
2/16/2023,2473CA,984.035954708452
1/31/2023,2458CA,3187.49334063771
1/17/2023,2449CA,1.84607744750698
9/30/2022,2422BA,1611.1317999108
1/21/2023,2418CA,14312.2721840776
11/19/2022,2391CA,25387.8810963202
2/21/2023,2371CA,2448.45643692134
9/5/2022,2365AA,3.30134945076433
5/27/2023,2336BA,292.981825016043
3/17/2023,2267CA,5.30469932628733
10/12/2022,2143AA,7.68692721236616
8/18/2022,2117BA,19.4003782099145
9/1/2022,2096AA,7.32063779401757
10/25/2022,1947CA,4.94868407060429
8/24/2022,1902BA,0.756510544772933
4/26/2023,1876AA,0.665776791510651
2/12/2023,1857AA,6.39784775817552
2/18/2023,1851CA,8.63668698834114
3/26/2023,1842BA,1.36628025736364
12/10/2022,1830AA,5.87153225004705
9/12/2022,1827AA,3.94456842228114
10/29/2022,1826AA,8.18175362936844
12/18/2022,1819AA,2.18132423983238
3/20/2023,1811CA,7.18566024222801
9/8/2022,1801AA,10.5717512026197
1/31/2023,1798AA,1.17136804716111
4/5/2023,1767CA,5.01587689078535
1/10/2023,1766CA,7.37385341102724
2/6/2023,1764AA,8.21991319924505
1/31/2023,1745BA,0.910170730286376
5/23/2023,1741BA,2.26932530315492
2/2/2023,1712AA,6.19928658359053
10/8/2022,1698CA,6.26624197336584
2/9/2023,1688CA,7.60099670826495
1/2/2023,1681CA,43.4162895825719
4/24/2023,1678CA,6.9569702697053
9/10/2022,1672AA,8.58648180301417
1/21/2023,1584BA,2.41529163989301
12/4/2022,1582CA,0.655590628582858
11/24/2022,1571AA,2.49719572761416
6/3/2023,1488CA,6.04943851981754
10/12/2022,1468AA,4.5691599778841
1/19/2023,1434BA,4.70099502603409
3/23/2023,1420CA,0.0238553242961514
4/1/2023,1403CA,1.3534308273178
12/5/2022,1390BA,5.27817424815233
11/24/2022,1374CA,9.94935651085632
2/10/2023,1373BA,8.61422627802779
4/3/2023,1367CA,0.486655278058578
12/20/2022,1326AA,8.27163680531518
5/17/2023,1325AA,1.673673342828
11/26/2022,1321BA,2.54882419941021
3/17/2023,1317BA,7.05172527459825
9/14/2022,1315BA,1.62156473678321
5/28/2023,1308BA,0.257249229507827
6/6/2023,1296CA,9.94548800198224
1/30/2023,1295CA,1.36631162956506
1/1/2023,1283CA,0.247741231360268
9/19/2022,1281BA,1.42355420781717
4/30/2023,1244AA,600.878987400277
12/28/2022,1206BA,74.16794180492
5/16/2023,1196AA,4.85516771879462
12/24/2022,3271CA,0.801071626146609
11/13/2022,3264CA,1.34779678505832
11/30/2022,3249CA,5.87463899186562
9/4/2022,3239AA,3.79653908982841
12/6/2022,3205AA,0.413970642712445
10/15/2022,3180BA,6.73727877449409
12/14/2022,3178CA,0.713064063050517
12/14/2022,3271CA,1.38960805509886
12/16/2022,3264CA,9.50344032063786
1/19/2023,3249CA,5.67975881466516
12/7/2022,3239AA,7.84144499512275
1/14/2023,3205AA,0.263572598628512
12/14/2022,3180BA,7.73968286665399
10/20/2022,3178CA,0.87840978738287
1/19/2023,3126BA,3.01138896650246
8/27/2022,3098AA,1.87993920500607
9/15/2022,3075BA,7.17614512827879
11/23/2022,3038BA,0.268969279757376
11/17/2022,3016BA,1.60457750300911
11/17/2022,3007CA,0.44756476652877
11/22/2022,3006CA,4.2781695253075
5/27/2023,2573CA,24.8096673816166
10/12/2022,2565CA,120.727356238506
2/2/2023,2548CA,6.92657709469669
5/10/2023,2539AA,9.70908607035958
4/13/2023,2528CA,235.687640428479
1/20/2023,2473CA,14181.7685465369
12/6/2022,2458CA,493.774284428711
9/25/2022,2449CA,7.76826172990644
11/3/2022,2422BA,468.787520480627
11/26/2022,2418CA,3046.70023429277
11/15/2022,2391CA,18303.8603337344
8/29/2022,2371CA,3887.65235653902
1/7/2023,2365AA,9.05595965131863
6/2/2023,2336BA,101.760649581859
3/19/2023,2267CA,7.85117351145528
12/16/2022,2143AA,7.30513883605367
3/27/2023,2117BA,28.3977106228275
9/5/2022,2096AA,1.34834666548811
3/11/2023,1947CA,0.354261785621803
5/25/2023,1902BA,6.8319664732761
12/27/2022,1876AA,2.10519726684195
2/8/2023,1857AA,9.10326727787122
4/22/2023,1851CA,9.06807681584386
1/22/2023,1842BA,0.824126035437957
11/4/2022,1830AA,7.86701739088108
3/5/2023,1827AA,3.56908973568203
11/16/2022,1826AA,7.18561988862293
3/11/2023,1819AA,4.01978206919191
3/9/2023,1811CA,2.5731593303097
1/10/2023,1801AA,7.92632465408983
3/30/2023,1798AA,2.32555507574479
5/17/2023,1767CA,2.705742664798
10/22/2022,1766CA,6.76767956845499
12/11/2022,1764AA,5.28032241590328
10/24/2022,1745BA,0.0230738925787688
3/17/2023,1741BA,3.33486621574865
10/15/2022,1712AA,0.192871013869862
12/22/2022,1698CA,7.29882256277079
5/24/2023,1688CA,4.07328686270546
12/3/2022,1681CA,19.7932117301661
5/30/2023,1678CA,4.66109642455405
10/28/2022,1672AA,0.0498600209283917
2/20/2023,1584BA,0.558367873106121
9/1/2022,1582CA,0.287484794042296
2/19/2023,1571AA,4.82382904828336
12/28/2022,1488CA,8.03974182515502
12/9/2022,1468AA,4.25319189124422
11/4/2022,1434BA,0.328351446247949
9/19/2022,1420CA,0.30072694377651
6/1/2023,1403CA,0.613142322482081
3/16/2023,1390BA,0.51190265154058
3/25/2023,1374CA,0.0203608953827095
8/27/2022,1373BA,0.702810269935467
4/26/2023,1367CA,0.192576573961247
4/27/2023,1326AA,7.34417647252715
5/13/2023,1325AA,6.90719162573927
6/1/2023,1321BA,4.72245336881256
11/9/2022,1317BA,4.67178150437312
10/13/2022,1315BA,6.45806325113503
2/28/2023,1308BA,1.25178379376008
10/22/2022,1296CA,8.90978878349798
5/19/2023,1295CA,0.164684220140609
8/31/2022,1283CA,0.133773771071472
11/29/2022,1281BA,0.776198518413968
6/4/2023,1244AA,3461.90252313795
1/25/2023,1206BA,31.5459679787352
3/27/2023,1196AA,7.18158515477638
1/8/2023,3271CA,0.531833776488407
3/30/2023,3264CA,6.95278420063176
6/2/2023,3249CA,1.59622390441758
5/8/2023,3239AA,3.9983359005732
1/2/2023,3205AA,0.508502715923773
5/17/2023,3180BA,6.87498808807004
6/7/2023,3178CA,0.357043194227727
8/21/2022,3271CA,1.01606915365551
5/31/2023,3264CA,4.24692730310234
9/18/2022,3249CA,9.30956824628728
4/9/2023,3239AA,1.97268684380345
1/11/2023,3205AA,0.347512520435337
4/9/2023,3180BA,9.59920027392458
9/26/2022,3178CA,0.96891579951711
10/18/2022,3126BA,6.05750752307723
10/8/2022,3098AA,9.3894472842738
5/30/2023,3075BA,5.73781206557304
10/17/2022,3038BA,0.343408732319739
9/7/2022,3016BA,0.258955461998813
9/29/2022,3007CA,3.79494526715206
12/3/2022,3006CA,0.804691726522173
1/8/2023,2573CA,16.6836101580677
10/20/2022,2565CA,135.908340287893
9/22/2022,2548CA,9.03535212321664
2/11/2023,2539AA,7.72022870245624
5/17/2023,2528CA,1684.08300607222
3/19/2023,2473CA,14181.38510018
6/8/2023,2458CA,1080.54443027252
4/15/2023,2449CA,2.2592436494048
3/29/2023,2422BA,1898.40102761819
11/24/2022,2418CA,12009.223766434
10/3/2022,2391CA,15369.1911712175
4/24/2023,2371CA,6949.19579223111
9/6/2022,2365AA,0.497687026805743
4/26/2023,2336BA,95.4061769919011
10/14/2022,2267CA,3.62738088778843
4/25/2023,2143AA,1.03302579361348
5/21/2023,2117BA,60.7873775442575
12/2/2022,2096AA,7.26326104332961
4/18/2023,1947CA,3.85118513337646
3/6/2023,1902BA,3.18852765703507
9/6/2022,1876AA,0.181618492867686
5/6/2023,1857AA,6.18561592619282
1/9/2023,1851CA,1.16576860792141
5/24/2023,1842BA,0.939275251322021
8/18/2022,1830AA,9.91829147825054
11/1/2022,1827AA,9.6400663181932
2/16/2023,1826AA,5.7063138862123
10/20/2022,1819AA,4.82288201851767
1/19/2023,1811CA,8.02958445009234
5/29/2023,1801AA,6.28032175414996
4/12/2023,1798AA,0.418292272897634
3/17/2023,1767CA,8.89315929789251
5/6/2023,1766CA,8.08714907593608
10/19/2022,1764AA,4.22615113390951
12/23/2022,1745BA,2.06074398094334
12/11/2022,1741BA,1.9485426710101
12/24/2022,1712AA,2.19922395065836
11/4/2022,1698CA,5.77613042218154
4/21/2023,1688CA,3.71935686718215
5/1/2023,1681CA,4.45359295552246
3/16/2023,1678CA,4.22564185143167
12/8/2022,1672AA,5.36697627637597
1/26/2023,1584BA,1.18706251988806
4/26/2023,1582CA,1.1607987798766
1/2/2023,1571AA,2.98424891148641
6/6/2023,1488CA,8.16580392373775
8/25/2022,1468AA,4.67587193572007
4/18/2023,1434BA,9.29707038587132
5/13/2023,1420CA,6.17088126522932
5/14/2023,1403CA,0.569558791406029
8/23/2022,1390BA,3.86512314395799
8/28/2022,1374CA,0.383632967077143
12/9/2022,1373BA,3.53006016301333
6/7/2023,1367CA,0.602561237965637
11/21/2022,1326AA,4.31649392106833
10/31/2022,1325AA,7.81453319974647
10/10/2022,1321BA,9.09847987004836
1/9/2023,1317BA,5.97877099060008
11/19/2022,1315BA,8.17479755949019
10/18/2022,1308BA,3.71355557279625
10/29/2022,1296CA,7.91818341494438
8/28/2022,1295CA,0.652124270738413
5/5/2023,1283CA,0.395053971682559
1/22/2023,1281BA,0.593514452611755
8/26/2022,1244AA,989.191357809306
1/25/2023,1206BA,88.0663598482243
1/15/2023,1196AA,2.66247821976121
11/17/2022,3271CA,0.184873692513584
4/3/2023,3264CA,6.94496374056638
6/6/2023,3249CA,9.64396520005436
3/10/2023,3239AA,1.37539032091348
4/9/2023,3205AA,0.296859744504316
11/11/2022,3180BA,3.08356691203434
5/11/2023,3178CA,1.08361380546103
12/7/2022,3271CA,0.364006226409935
5/25/2023,3264CA,9.08011777145692
4/9/2023,3249CA,2.74973113333571
10/2/2022,3239AA,3.95286484199792
2/12/2023,3205AA,0.319012654355129
6/3/2023,3180BA,7.04989340209763
1/27/2023,3178CA,0.190332313423426
8/27/2022,3126BA,9.14729730365426
12/29/2022,3098AA,6.91374868177738
4/13/2023,3075BA,11.7764761120996
9/23/2022,3038BA,1.14519426356346
4/1/2023,3016BA,0.634890348600842
2/18/2023,3007CA,3.51944705309277
3/6/2023,3006CA,6.04819024319675
10/1/2022,2573CA,33.9626948148188
4/24/2023,2565CA,156.411598419214
10/18/2022,2548CA,9.59701885906422
9/28/2022,2539AA,1.98796485515026
2/16/2023,2528CA,1758.21714044464
11/30/2022,2473CA,8630.44682933314
1/24/2023,2458CA,3645.62691278031
11/22/2022,2449CA,9.70383003542706
4/9/2023,2422BA,290.452259536181
11/9/2022,2418CA,7531.02042246328
1/24/2023,2391CA,19815.1441014901
12/29/2022,2371CA,6481.67067577801
1/19/2023,2365AA,9.21874383563153
9/16/2022,2336BA,212.408400312413
11/3/2022,2267CA,3.46025643365734
9/18/2022,2143AA,7.1855177010203
9/7/2022,2117BA,29.9103758093702
1/8/2023,2096AA,7.1950145349076
12/24/2022,1947CA,8.01393948228254
11/21/2022,1902BA,2.2529651778691
11/16/2022,1876AA,1.6502358551297
11/11/2022,1857AA,9.41933269350881
1/2/2023,1851CA,0.0161477387685738
10/18/2022,1842BA,1.07256549881357
11/26/2022,1830AA,0.554816570786645
9/9/2022,1827AA,0.569296078545108
5/21/2023,1826AA,3.8144623711719
5/25/2023,1819AA,2.65504479646262
6/12/2023,1811CA,4.05755575301025
12/24/2022,1801AA,9.64778128642243
4/30/2023,1798AA,0.41488404834051
10/11/2022,1767CA,5.57490814144953
1/28/2023,1766CA,0.284593601386566
9/7/2022,1764AA,5.90907300144337
12/13/2022,1745BA,0.697075449670804
3/7/2023,1741BA,4.22354142167359
9/24/2022,1712AA,7.32032843961431
1/13/2023,1698CA,9.83753426240667
10/14/2022,1688CA,6.57436546453083
9/16/2022,1681CA,1.44282062703519
8/29/2022,1678CA,5.67090484507882
9/23/2022,1672AA,4.11954265128949
3/8/2023,1584BA,0.999177821130433
9/1/2022,1582CA,1.55326430822053
4/20/2023,1571AA,2.69750186448238
6/10/2023,1488CA,4.92728220442661
4/15/2023,1468AA,5.17296716734464
4/20/2023,1434BA,1.0748426106405
4/8/2023,1420CA,7.84972974385529
11/25/2022,1403CA,0.0655063260782637
3/6/2023,1390BA,7.86007626220248
2/10/2023,1374CA,6.25452621079755
3/20/2023,1373BA,7.81592126799619
12/25/2022,1367CA,0.035269873883867
6/3/2023,1326AA,1.30076675167494
12/13/2022,1325AA,5.53141112252157
3/6/2023,1321BA,5.14535389675403
5/25/2023,1317BA,0.0812395267738364
9/25/2022,1315BA,5.23898851177765
2/14/2023,1308BA,0.443073327385708
11/5/2022,1296CA,0.144256538729307
3/23/2023,1295CA,0.749862026556511
12/26/2022,1283CA,0.0224040486132427
11/13/2022,1281BA,1.16820448830525
3/30/2023,1244AA,2983.35723983656
4/12/2023,1206BA,100.865974447722
5/21/2023,1196AA,4.76653457793443
3/8/2023,3271CA,0.209042689889025
1/11/2023,3264CA,5.4006768583735
8/19/2022,3249CA,7.3329560408498
12/1/2022,3239AA,6.17548786163048
4/11/2023,3205AA,0.614136285238002
2/18/2023,3180BA,6.11825911016035
5/12/2023,3178CA,0.194947354943588
12/11/2022,3271CA,1.00614163595914
4/9/2023,3264CA,9.69939446243711
12/30/2022,3249CA,1.1890563967425
10/17/2022,3239AA,9.04513100125312
11/14/2022,3205AA,0.353203743616673
11/7/2022,3180BA,0.711053059786696
9/13/2022,3178CA,0.665748255330545
3/1/2023,3126BA,6.51117975873724
5/10/2023,3098AA,7.55735992475481
9/8/2022,3075BA,9.96842274810339
2/8/2023,3038BA,0.0662434098855289
12/4/2022,3016BA,0.432408729204521
10/3/2022,3007CA,2.13206403695038
12/3/2022,3006CA,5.79226650334531
12/29/2022,2573CA,4.8551861431961
9/4/2022,2565CA,143.770468562717
3/3/2023,2548CA,6.69820358317365
2/13/2023,2539AA,2.64703003763371
12/23/2022,2528CA,1511.14266914391
4/12/2023,2473CA,9919.01993820359
9/13/2022,2458CA,1649.57482969909
3/5/2023,2449CA,2.16232430940413
4/17/2023,2422BA,861.178918854046
5/5/2023,2418CA,750.06557930474
1/25/2023,2391CA,11602.7315962719
2/15/2023,2371CA,6280.19802348251
3/25/2023,2365AA,8.91968735820279
6/11/2023,2336BA,94.2239191174519
9/11/2022,2267CA,7.8524321286249
4/21/2023,2143AA,7.00853279725873
9/6/2022,2117BA,28.251999645886
2/11/2023,2096AA,8.65710019657749
2/26/2023,1947CA,0.995389595268647
5/23/2023,1902BA,9.29183980161741
5/23/2023,1876AA,1.44484727220923
3/17/2023,1857AA,7.15941652501975
3/4/2023,1851CA,1.95381951090784
9/22/2022,1842BA,0.14895819496671
9/1/2022,1830AA,7.70063976651023
1/16/2023,1827AA,8.58691989711051
4/19/2023,1826AA,2.70057125602788
12/31/2022,1819AA,6.05016648925668
8/26/2022,1811CA,6.66218865034658
12/21/2022,1801AA,13.9246178643941
12/7/2022,1798AA,0.709915756956479
1/11/2023,1767CA,7.1929905023225
12/15/2022,1766CA,8.03179451724175
6/11/2023,1764AA,7.41137173053666
3/29/2023,1745BA,1.67897588988703
9/18/2022,1741BA,1.98538027992202
6/4/2023,1712AA,9.55356486582472
1/15/2023,1698CA,5.53416621956183
5/14/2023,1688CA,3.36546108544889
11/17/2022,1681CA,6.38877758163553
6/11/2023,1678CA,7.25772112765004
5/10/2023,1672AA,2.28587915361444
2/20/2023,1584BA,2.10688999241409
2/16/2023,1582CA,1.82417668019127
5/2/2023,1571AA,1.43191559554405
2/4/2023,1488CA,9.16438003511232
11/17/2022,1468AA,7.15480762484992
2/18/2023,1434BA,8.23267253219193
2/13/2023,1420CA,6.11067602359625
9/4/2022,1403CA,0.948140873713597
11/1/2022,1390BA,4.54693411527672
2/18/2023,1374CA,4.30581864035114
4/30/2023,1373BA,2.99160712570545
2/28/2023,1367CA,0.53842724392385
8/27/2022,1326AA,7.60802486968906
11/26/2022,1325AA,6.11173843183809
4/1/2023,1321BA,9.72606795231184
1/2/2023,1317BA,5.81104527466862
4/6/2023,1315BA,4.06883735001433
1/31/2023,1308BA,2.173597475709
2/28/2023,1296CA,4.69280182729099
12/6/2022,1295CA,0.0775769522662325
4/25/2023,1283CA,0.562676140804936
5/24/2023,1281BA,0.853714425191517
2/21/2023,1244AA,2224.17981701025
9/25/2022,1206BA,56.3379415916366
12/18/2022,1196AA,3.46300544055463
2/19/2023,3271CA,0.89354340537568
9/20/2022,3264CA,4.20595440378337
12/14/2022,3249CA,7.58545579691961
11/20/2022,3239AA,7.81680003520921
1/25/2023,3205AA,0.997755494536749
9/14/2022,3180BA,6.70689537449366
4/1/2023,3178CA,0.580370706935012
4/23/2023,3271CA,0.284114989488785
2/4/2023,3264CA,7.26978826298317
5/13/2023,3249CA,3.64562128049618
5/5/2023,3239AA,5.79605402520787
12/31/2022,3205AA,0.479137851474827
3/30/2023,3180BA,5.42327606634552
2/13/2023,3178CA,0.398282056976618
10/8/2022,3126BA,7.0078411391095
10/30/2022,3098AA,10.9841627816343
10/22/2022,3075BA,1.84494317605961
5/24/2023,3038BA,0.883541133370722
4/11/2023,3016BA,2.08667896959454
4/23/2023,3007CA,1.80793707174531
6/7/2023,3006CA,9.39337524791906
1/12/2023,2573CA,46.0655752126962
12/24/2022,2565CA,174.016655420143
10/17/2022,2548CA,9.69856643149807
1/25/2023,2539AA,8.48563080615348
5/10/2023,2528CA,1930.24213521282
4/26/2023,2473CA,750.013081219591
10/13/2022,2458CA,2872.85397789096
12/10/2022,2449CA,9.1986455805995
3/10/2023,2422BA,605.778951831094
5/28/2023,2418CA,17434.5324446371
12/26/2022,2391CA,8974.99375502731
3/21/2023,2371CA,5204.47450456539
11/4/2022,2365AA,0.954781787758562
11/10/2022,2336BA,211.286203116697
9/7/2022,2267CA,3.92098947430118
8/21/2022,2143AA,3.43593682250798
3/21/2023,2117BA,14.0868063454042
9/28/2022,2096AA,1.18311307122227
10/5/2022,1947CA,2.72830853493257
2/13/2023,1902BA,2.47440135629449
10/31/2022,1876AA,0.68832783045791
2/22/2023,1857AA,4.17212135344904
11/25/2022,1851CA,5.95793320526369
12/25/2022,1842BA,0.0739819470197844
4/3/2023,1830AA,4.47402708404903
4/4/2023,1827AA,2.07932571722352
3/29/2023,1826AA,5.82746010436332
9/16/2022,1819AA,8.12435372639926
9/11/2022,1811CA,9.11489572765859
1/17/2023,1801AA,2.66508567880795
9/18/2022,1798AA,0.988855478493969
5/26/2023,1767CA,8.6378965425635
12/17/2022,1766CA,6.81120164179828
12/1/2022,1764AA,5.85609400855238
4/17/2023,1745BA,3.71955578947716
12/30/2022,1741BA,1.02172912244738
5/1/2023,1712AA,4.37231416499182
10/6/2022,1698CA,8.88231406787974
3/18/2023,1688CA,8.97871763716903
3/27/2023,1681CA,6.80225185035674
12/9/2022,1678CA,8.89638311161162
2/9/2023,1672AA,0.145582453880596
10/2/2022,1584BA,2.0025406631408
10/21/2022,1582CA,1.59667561186214
9/14/2022,1571AA,3.19892703637012
10/14/2022,1488CA,3.73892154291372
9/19/2022,1468AA,2.84509670665582
9/30/2022,1434BA,0.0678354844028484
3/18/2023,1420CA,8.81829083738275
4/1/2023,1403CA,1.5570243188124
8/30/2022,1390BA,2.74813006897041
12/27/2022,1374CA,4.60244895745092
3/24/2023,1373BA,0.219357588430607
5/19/2023,1367CA,1.08509373645662
2/23/2023,1326AA,7.57957948631274
10/28/2022,1325AA,9.61364420679805
9/28/2022,1321BA,3.34894460708233
9/13/2022,1317BA,3.64080198352257
6/2/2023,1315BA,4.61610689032298
8/29/2022,1308BA,7.8340045400907
3/29/2023,1296CA,0.536949827536428
1/14/2023,1295CA,0.654571785946005
8/24/2022,1283CA,0.263984384269846
12/29/2022,1281BA,0.0361083542539209
10/21/2022,1244AA,1880.57580580279
3/1/2023,1206BA,59.1922349028014
9/1/2022,1196AA,0.86420174172711
1/14/2023,3271CA,0.28718344775331
